mq2,mq7,temp,humidity,air_quality
167,51,32,35,Safe
176,21,39,58,Safe
363,183,31,55,Harmful
437,253,24,69,Harmful
186,36,25,35,Safe
234,131,29,49,Moderate
116,64,29,48,Safe
439,154,38,44,Harmful
434,175,40,60,Harmful
319,194,40,43,Harmful
180,23,26,43,Safe
109,56,24,73,Safe
148,39,37,48,Safe
173,29,42,74,Safe
407,186,28,60,Harmful
166,42,31,65,Safe
249,112,26,66,Moderate
353,234,36,38,Harmful
387,243,29,41,Harmful
162,49,37,35,Safe
282,119,29,55,Moderate
351,168,37,31,Harmful
208,117,40,75,Moderate
320,190,33,70,Harmful
182,25,39,50,Safe
122,63,24,74,Safe
173,25,37,67,Safe
260,75,31,72,Moderate
378,236,26,72,Harmful
189,48,25,31,Safe
403,248,29,69,Harmful
237,98,29,48,Moderate
113,63,24,56,Safe
357,185,37,71,Harmful
347,228,41,31,Harmful
407,150,42,35,Harmful
413,249,29,65,Harmful
356,205,39,49,Harmful
289,71,27,58,Moderate
390,248,31,57,Harmful
135,63,27,36,Safe
112,32,42,57,Safe
336,249,39,70,Harmful
385,166,33,55,Harmful
226,122,34,54,Moderate
446,254,36,31,Harmful
333,249,32,69,Harmful
203,127,27,68,Moderate
251,100,30,34,Moderate
271,131,30,50,Moderate
173,61,29,73,Safe
402,217,40,31,Harmful
241,77,24,48,Moderate
327,242,37,34,Harmful
203,133,33,69,Moderate
127,26,29,53,Safe
409,203,30,40,Harmful
187,57,28,72,Safe
285,130,35,44,Moderate
272,130,24,40,Moderate
212,79,41,51,Moderate
354,207,34,49,Harmful
279,78,28,43,Moderate
389,183,39,65,Harmful
178,62,35,67,Safe
331,208,25,60,Harmful
337,206,38,67,Harmful
271,94,35,30,Moderate
372,249,24,60,Harmful
159,33,29,48,Safe
321,173,39,37,Harmful
204,87,37,40,Moderate
344,153,33,37,Harmful
138,43,41,73,Safe
109,50,35,69,Safe
208,80,30,48,Moderate
416,153,25,55,Harmful
277,107,27,74,Moderate
118,30,26,49,Safe
407,176,40,68,Harmful
223,126,26,68,Moderate
340,249,32,61,Harmful
108,36,30,70,Safe
165,54,38,73,Safe
107,52,36,37,Safe
104,41,24,56,Safe
128,44,36,57,Safe
290,119,36,70,Moderate
232,138,41,55,Moderate
368,224,31,34,Harmful
274,77,27,62,Moderate
277,124,33,43,Moderate
320,175,32,60,Harmful
316,229,35,34,Harmful
239,113,24,74,Moderate
400,189,28,48,Harmful
185,59,41,58,Safe
114,34,27,63,Safe
422,194,37,61,Harmful
239,93,39,65,Moderate
169,27,36,66,Safe
248,132,34,57,Moderate
136,21,37,55,Safe
108,32,36,43,Safe
442,230,37,54,Harmful
128,53,26,49,Safe
154,56,29,40,Safe
140,64,41,34,Safe
445,183,34,32,Harmful
235,133,27,32,Moderate
403,164,34,51,Harmful
368,162,31,73,Harmful
218,111,28,68,Moderate
229,111,40,57,Moderate
348,249,28,75,Harmful
107,46,37,38,Safe
133,26,38,62,Safe
416,223,26,66,Harmful
113,59,36,56,Safe
136,40,27,74,Safe
325,239,41,71,Harmful
333,182,37,43,Harmful
264,117,41,39,Moderate
411,218,38,49,Harmful
203,118,24,71,Moderate
158,21,36,34,Safe
400,152,26,69,Harmful
421,178,36,35,Harmful
249,85,39,33,Moderate
276,78,27,56,Moderate
319,211,39,67,Harmful
217,137,24,70,Moderate
267,94,41,72,Moderate
136,42,27,73,Safe
411,204,25,53,Harmful
248,128,25,69,Moderate
200,128,30,37,Moderate
138,20,31,31,Safe
153,54,29,73,Safe
129,40,34,72,Safe
313,167,34,66,Harmful
324,244,25,51,Harmful
164,29,40,63,Safe
283,93,38,33,Moderate
157,37,31,72,Safe
136,46,25,37,Safe
182,40,38,61,Safe
170,31,39,58,Safe
387,189,27,51,Harmful
393,244,27,48,Harmful
335,171,41,66,Harmful
225,98,29,73,Moderate
450,175,37,43,Harmful
416,165,35,38,Harmful
366,237,40,39,Harmful
369,260,33,59,Harmful
159,39,31,32,Safe
252,115,32,64,Moderate
244,83,39,51,Moderate
369,237,25,75,Harmful
272,87,41,39,Moderate
234,86,28,47,Moderate
183,53,41,61,Safe
251,134,36,60,Moderate
245,133,24,40,Moderate
428,162,25,69,Harmful
103,63,36,47,Safe
229,133,39,49,Moderate
149,35,36,38,Safe
204,87,40,53,Moderate
218,125,37,35,Moderate
266,96,26,33,Moderate
241,86,37,64,Moderate
280,121,41,49,Moderate
130,60,39,58,Safe
102,62,37,72,Safe
286,105,29,59,Moderate
354,177,27,73,Harmful
169,56,25,63,Safe
165,36,37,74,Safe
442,235,30,64,Harmful
435,210,42,60,Harmful
256,75,40,61,Moderate
247,88,29,68,Moderate
235,104,39,38,Moderate
419,179,42,67,Harmful
264,85,28,34,Moderate
137,31,42,59,Safe
331,182,25,50,Harmful
349,200,31,40,Harmful
108,23,29,62,Safe
370,260,41,55,Harmful
310,155,36,55,Harmful
277,140,42,39,Moderate
249,83,24,37,Moderate
179,32,39,59,Safe
388,175,29,35,Harmful
106,30,38,52,Safe
103,47,34,39,Safe
376,191,41,41,Harmful
338,197,34,32,Harmful
332,198,27,73,Harmful
116,55,29,50,Safe
213,92,41,55,Moderate
187,49,34,56,Safe
136,24,25,72,Safe
157,60,39,54,Safe
113,47,35,75,Safe
176,28,25,51,Safe
330,212,28,70,Harmful
217,102,37,35,Moderate
389,230,37,65,Harmful
205,118,29,73,Moderate
176,41,31,68,Safe
313,156,42,44,Harmful
362,177,38,65,Harmful
369,174,42,57,Harmful
110,58,42,62,Safe
266,115,39,62,Moderate
253,110,33,68,Moderate
110,20,34,46,Safe
166,54,27,31,Safe
376,173,28,69,Harmful
155,60,25,67,Safe
183,52,39,70,Safe
339,192,40,56,Harmful
182,45,38,69,Safe
263,82,33,48,Moderate
416,240,35,59,Harmful
392,150,25,35,Harmful
208,125,30,47,Moderate
230,130,32,45,Moderate
210,138,33,45,Moderate
432,178,40,61,Harmful
203,75,38,62,Moderate
104,33,41,70,Safe
133,21,42,55,Safe
129,62,33,70,Safe
140,32,26,65,Safe
277,130,30,43,Moderate
163,36,25,63,Safe
146,21,37,32,Safe
186,47,38,46,Safe
113,64,30,75,Safe
248,131,35,36,Moderate
246,129,39,60,Moderate
236,79,27,57,Moderate
351,249,33,61,Harmful
326,249,29,59,Harmful
121,21,33,41,Safe
261,114,27,72,Moderate
335,151,40,66,Harmful
166,55,40,35,Safe
322,156,38,67,Harmful
103,46,38,62,Safe
329,161,35,34,Harmful
365,166,26,34,Harmful
222,134,25,59,Moderate
344,198,25,47,Harmful
375,235,26,37,Harmful
263,111,39,33,Moderate
353,212,33,57,Harmful
340,212,40,42,Harmful
244,125,29,71,Moderate
282,109,37,34,Moderate
141,22,37,60,Safe
242,127,24,44,Moderate
142,22,34,55,Safe
157,39,33,51,Safe
274,113,34,43,Moderate
155,40,41,41,Safe
161,56,32,55,Safe
275,134,25,49,Moderate
271,84,25,54,Moderate
116,65,39,67,Safe
233,115,24,73,Moderate
380,167,24,42,Harmful
226,136,36,37,Moderate
423,182,24,72,Harmful
138,62,42,48,Safe
148,53,33,46,Safe
361,161,36,47,Harmful
249,71,28,30,Moderate
159,52,42,52,Safe
391,212,28,70,Harmful
259,100,29,72,Moderate
428,218,40,57,Harmful
233,83,33,42,Moderate
246,78,26,65,Moderate
348,255,36,74,Harmful
307,215,40,40,Harmful
134,48,34,60,Safe
282,82,37,70,Moderate
167,62,41,70,Safe
209,99,29,66,Moderate
179,60,35,55,Safe
386,189,24,57,Harmful
207,89,42,31,Moderate
404,245,30,46,Harmful
322,173,28,71,Harmful
135,28,30,63,Safe
185,47,41,36,Safe
224,91,29,55,Moderate
101,24,33,73,Safe
270,131,31,43,Moderate
183,53,27,69,Safe
444,199,29,52,Harmful
362,210,32,37,Harmful
400,183,34,62,Harmful
274,110,39,31,Moderate
285,125,37,67,Moderate
422,260,41,74,Harmful
202,121,33,72,Moderate
394,165,24,38,Harmful
396,155,35,55,Harmful
361,249,32,51,Harmful
227,78,31,53,Moderate
316,222,30,59,Harmful
277,101,40,62,Moderate
175,46,30,38,Safe
185,51,27,44,Safe
255,101,29,42,Moderate
345,167,31,58,Harmful
428,231,28,63,Harmful
137,62,37,70,Safe
175,34,32,65,Safe
268,92,36,46,Moderate
427,203,26,32,Harmful
379,204,40,30,Harmful
405,245,24,68,Harmful
227,108,32,47,Moderate
432,226,26,70,Harmful
225,84,29,56,Moderate
207,140,33,64,Moderate
238,122,29,74,Moderate
112,33,25,64,Safe
384,222,39,71,Harmful
125,37,39,56,Safe
225,139,38,66,Moderate
235,110,41,75,Moderate
234,134,34,32,Moderate
278,135,30,42,Moderate
290,128,25,65,Moderate
404,254,34,54,Harmful
331,180,25,55,Harmful
228,131,42,55,Moderate
279,132,39,70,Moderate
255,77,35,71,Moderate
384,215,29,74,Harmful
319,259,35,31,Harmful
214,100,30,38,Moderate
157,43,28,72,Safe
312,203,40,70,Harmful
318,212,32,39,Harmful
236,104,34,57,Moderate
403,189,25,33,Harmful
436,178,32,74,Harmful
177,35,37,65,Safe
119,23,28,70,Safe
393,212,29,39,Harmful
157,61,32,30,Safe
247,112,37,67,Moderate
165,54,24,53,Safe
218,114,41,74,Moderate
206,131,35,65,Moderate
388,160,36,65,Harmful
360,212,39,52,Harmful
330,232,28,43,Harmful
127,54,26,46,Safe
259,95,35,36,Moderate
114,24,39,63,Safe
131,23,28,44,Safe
259,91,36,34,Moderate
273,132,38,32,Moderate
220,93,39,60,Moderate
312,244,40,57,Harmful
111,53,36,61,Safe
341,178,38,62,Harmful
440,176,41,45,Harmful
161,64,25,36,Safe
119,62,37,44,Safe
168,36,28,46,Safe
381,154,31,64,Harmful
233,92,42,46,Moderate
185,21,34,31,Safe
347,234,32,73,Harmful
150,25,39,51,Safe
351,179,32,39,Harmful
223,113,37,40,Moderate
289,106,42,47,Moderate
249,128,26,45,Moderate
238,81,35,66,Moderate
346,168,31,46,Harmful
155,42,29,65,Safe
275,110,25,31,Moderate
100,54,34,44,Safe
355,212,41,53,Harmful
237,127,38,55,Moderate
272,117,30,31,Moderate
438,186,31,36,Harmful
129,61,40,47,Safe
203,101,42,60,Moderate
363,159,30,33,Harmful
157,65,30,62,Safe
208,95,30,35,Moderate
306,165,24,52,Harmful
118,32,39,60,Safe
303,241,37,68,Harmful
210,74,42,34,Moderate
209,76,24,35,Moderate
445,254,40,69,Harmful
386,181,35,43,Harmful
177,49,31,69,Safe
445,186,40,68,Harmful
154,26,33,41,Safe
138,59,29,46,Safe
260,124,40,38,Moderate
214,140,41,47,Moderate
248,138,35,32,Moderate
423,187,34,69,Harmful
119,56,31,49,Safe
354,254,31,58,Harmful
308,253,24,64,Harmful
413,243,33,54,Harmful
413,160,30,34,Harmful
255,115,24,54,Moderate
129,49,34,59,Safe
238,108,30,35,Moderate
364,214,33,40,Harmful
376,171,37,53,Harmful
229,132,25,42,Moderate
405,206,36,67,Harmful
131,41,33,60,Safe
263,109,31,51,Moderate
123,65,40,37,Safe
100,42,42,74,Safe
256,90,28,51,Moderate
148,43,27,30,Safe
389,191,24,37,Harmful
384,215,27,50,Harmful
448,202,27,44,Harmful
272,138,25,50,Moderate
189,44,24,72,Safe
152,41,39,64,Safe
139,47,25,65,Safe
212,113,38,70,Moderate
176,43,26,48,Safe
167,40,42,46,Safe
190,37,27,70,Safe
407,209,30,67,Harmful
124,53,26,61,Safe
248,114,39,33,Moderate
119,23,33,58,Safe
134,38,34,48,Safe
272,110,33,56,Moderate
290,121,32,64,Moderate
215,112,31,72,Moderate
141,54,38,40,Safe
220,117,39,64,Moderate
110,54,39,59,Safe
307,249,38,47,Harmful
143,60,34,66,Safe
313,242,24,36,Harmful
146,55,30,72,Safe
351,241,29,47,Harmful
106,51,33,32,Safe
271,106,27,73,Moderate
277,120,37,66,Moderate
201,84,26,73,Moderate
405,182,24,35,Harmful
408,248,36,58,Harmful
395,199,29,57,Harmful
213,98,39,68,Moderate
262,135,41,69,Moderate
440,238,24,61,Harmful
220,133,39,50,Moderate
204,123,37,40,Moderate
106,28,42,37,Safe
141,57,36,46,Safe
111,38,26,32,Safe
134,65,30,33,Safe
406,216,42,55,Harmful
162,29,26,46,Safe
170,52,27,56,Safe
414,193,34,66,Harmful
188,26,38,71,Safe
121,53,36,70,Safe
109,58,37,65,Safe
427,244,42,57,Harmful
378,258,28,50,Harmful
436,218,32,46,Harmful
270,99,32,54,Moderate
289,122,37,55,Moderate
227,115,41,49,Moderate
441,192,24,56,Harmful
138,34,29,38,Safe
121,43,35,56,Safe
107,57,28,34,Safe
247,119,32,39,Moderate
286,131,42,50,Moderate
210,101,29,71,Moderate
220,101,33,53,Moderate
251,94,31,33,Moderate
371,253,31,41,Harmful
316,254,36,53,Harmful
229,92,36,31,Moderate
160,56,37,68,Safe
423,209,34,51,Harmful
173,65,25,73,Safe
283,128,38,65,Moderate
173,59,38,51,Safe
216,98,41,40,Moderate
366,206,31,62,Harmful
140,32,37,47,Safe
110,33,42,38,Safe
153,32,34,71,Safe
315,259,26,60,Harmful
419,176,24,46,Harmful
204,108,34,59,Moderate
408,186,33,52,Harmful
181,26,27,33,Safe
174,56,38,41,Safe
341,181,31,63,Harmful
157,22,33,63,Safe
263,107,31,73,Moderate
263,130,35,62,Moderate
379,159,31,64,Harmful
378,179,32,53,Harmful
107,62,29,54,Safe
240,97,25,39,Moderate
231,129,39,40,Moderate
331,221,26,57,Harmful
243,109,37,30,Moderate
312,222,33,50,Harmful
239,102,25,41,Moderate
285,115,38,30,Moderate
283,133,36,42,Moderate
180,46,37,63,Safe
318,220,39,36,Harmful
219,73,27,55,Moderate
184,50,31,71,Safe
176,40,27,57,Safe
279,93,36,62,Moderate
156,22,37,68,Safe
258,78,35,53,Moderate
247,79,30,66,Moderate
277,121,27,63,Moderate
232,94,33,73,Moderate
387,234,41,61,Harmful
209,87,42,63,Moderate
222,103,35,68,Moderate
200,77,37,32,Moderate
315,200,26,75,Harmful
344,209,33,70,Harmful
155,26,39,63,Safe
132,37,39,56,Safe
242,79,40,44,Moderate
344,259,36,62,Harmful
107,25,32,45,Safe
181,54,30,61,Safe
410,221,38,55,Harmful
312,191,31,70,Harmful
104,36,34,50,Safe
108,58,32,68,Safe
188,64,27,73,Safe
263,76,26,68,Moderate
284,118,31,51,Moderate
228,96,33,68,Moderate
413,211,34,38,Harmful
214,100,34,34,Moderate
259,115,36,72,Moderate
179,38,27,46,Safe
244,87,31,58,Moderate
275,119,24,39,Moderate
184,24,26,49,Safe
200,125,35,64,Moderate
204,72,27,68,Moderate
270,119,27,49,Moderate
143,58,38,72,Safe
282,88,27,60,Moderate
433,217,38,58,Harmful
117,42,42,53,Safe
180,40,34,68,Safe
260,102,31,30,Moderate
172,38,25,48,Safe
285,99,33,44,Moderate
